
 ** NVTX Range Summary (nvtx_sum):

+----------+-----------------+-----------+---------------+---------------+-------------+-------------+-------------+---------+----------------------------+
| Time (%) | Total Time (ns) | Instances |   Avg (ns)    |   Med (ns)    |  Min (ns)   |  Max (ns)   | StdDev (ns) |  Style  |           Range            |
|      0.1 |       6,181,744 |         1 |   6,181,744.0 |   6,181,744.0 |   6,181,744 |   6,181,744 |         0.0 | PushPop | :decode_step738_tokens4    |
|      0.1 |       6,178,144 |         1 |   6,178,144.0 |   6,178,144.0 |   6,178,144 |   6,178,144 |         0.0 | PushPop | :decode_step736_tokens4    |
|      0.1 |       6,177,952 |         1 |   6,177,952.0 |   6,177,952.0 |   6,177,952 |   6,177,952 |         0.0 | PushPop | :decode_step731_tokens4    |
|      0.1 |       6,176,256 |         1 |   6,176,256.0 |   6,176,256.0 |   6,176,256 |   6,176,256 |         0.0 | PushPop | :decode_step239_tokens4    |
|      0.1 |       6,172,480 |         1 |   6,172,480.0 |   6,172,480.0 |   6,172,480 |   6,172,480 |         0.0 | PushPop | :decode_step580_tokens4    |
|      0.1 |       6,169,216 |         1 |   6,169,216.0 |   6,169,216.0 |   6,169,216 |   6,169,216 |         0.0 | PushPop | :decode_step560_tokens4    |
|      0.1 |       6,168,576 |         1 |   6,168,576.0 |   6,168,576.0 |   6,168,576 |   6,168,576 |         0.0 | PushPop | :decode_step377_tokens4    |
|      0.1 |       6,161,888 |         1 |   6,161,888.0 |   6,161,888.0 |   6,161,888 |   6,161,888 |         0.0 | PushPop | :decode_step703_tokens4    |
|      0.1 |       6,155,680 |         1 |   6,155,680.0 |   6,155,680.0 |   6,155,680 |   6,155,680 |         0.0 | PushPop | :decode_step647_tokens4    |
|      0.1 |       6,150,256 |         1 |   6,150,256.0 |   6,150,256.0 |   6,150,256 |   6,150,256 |         0.0 | PushPop | :decode_step913_tokens4    |
|      0.1 |       6,149,008 |         1 |   6,149,008.0 |   6,149,008.0 |   6,149,008 |   6,149,008 |         0.0 | PushPop | :decode_step467_tokens4    |
|      0.1 |       6,141,504 |         1 |   6,141,504.0 |   6,141,504.0 |   6,141,504 |   6,141,504 |         0.0 | PushPop | :decode_step230_tokens4    |
|      0.1 |       6,140,400 |         1 |   6,140,400.0 |   6,140,400.0 |   6,140,400 |   6,140,400 |         0.0 | PushPop | :decode_step465_tokens4    |
|      0.1 |       6,138,160 |         1 |   6,138,160.0 |   6,138,160.0 |   6,138,160 |   6,138,160 |         0.0 | PushPop | :decode_step639_tokens4    |
|      0.1 |       6,134,352 |         1 |   6,134,352.0 |   6,134,352.0 |   6,134,352 |   6,134,352 |         0.0 | PushPop | :decode_step728_tokens4    |
|      0.1 |       6,133,216 |         1 |   6,133,216.0 |   6,133,216.0 |   6,133,216 |   6,133,216 |         0.0 | PushPop | :decode_step392_tokens4    |
|      0.1 |       6,132,432 |         1 |   6,132,432.0 |   6,132,432.0 |   6,132,432 |   6,132,432 |         0.0 | PushPop | :decode_step290_tokens4    |
|      0.1 |       6,128,608 |         1 |   6,128,608.0 |   6,128,608.0 |   6,128,608 |   6,128,608 |         0.0 | PushPop | :decode_step450_tokens4    |
|      0.1 |       6,128,048 |         1 |   6,128,048.0 |   6,128,048.0 |   6,128,048 |   6,128,048 |         0.0 | PushPop | :decode_step469_tokens4    |
|      0.1 |       6,127,120 |         1 |   6,127,120.0 |   6,127,120.0 |   6,127,120 |   6,127,120 |         0.0 | PushPop | :decode_step897_tokens4    |
|      0.1 |       6,126,944 |         1 |   6,126,944.0 |   6,126,944.0 |   6,126,944 |   6,126,944 |         0.0 | PushPop | :decode_step498_tokens4    |
|      0.1 |       6,123,728 |         1 |   6,123,728.0 |   6,123,728.0 |   6,123,728 |   6,123,728 |         0.0 | PushPop | :decode_step209_tokens4    |
|      0.1 |       6,121,232 |         1 |   6,121,232.0 |   6,121,232.0 |   6,121,232 |   6,121,232 |         0.0 | PushPop | :decode_step412_tokens4    |
|      0.1 |       6,121,120 |         1 |   6,121,120.0 |   6,121,120.0 |   6,121,120 |   6,121,120 |         0.0 | PushPop | :decode_step561_tokens4    |
|      0.1 |       6,107,808 |         1 |   6,107,808.0 |   6,107,808.0 |   6,107,808 |   6,107,808 |         0.0 | PushPop | :decode_step314_tokens4    |
|      0.1 |       6,106,352 |         1 |   6,106,352.0 |   6,106,352.0 |   6,106,352 |   6,106,352 |         0.0 | PushPop | :decode_step405_tokens4    |
|      0.1 |       6,104,576 |         1 |   6,104,576.0 |   6,104,576.0 |   6,104,576 |   6,104,576 |         0.0 | PushPop | :decode_step175_tokens4    |
|      0.1 |       6,103,824 |         1 |   6,103,824.0 |   6,103,824.0 |   6,103,824 |   6,103,824 |         0.0 | PushPop | :decode_step309_tokens4    |
|      0.1 |       6,102,656 |         1 |   6,102,656.0 |   6,102,656.0 |   6,102,656 |   6,102,656 |         0.0 | PushPop | :decode_step587_tokens4    |
|      0.1 |       6,102,640 |         1 |   6,102,640.0 |   6,102,640.0 |   6,102,640 |   6,102,640 |         0.0 | PushPop | :decode_step245_tokens4    |
|      0.1 |       6,094,048 |         1 |   6,094,048.0 |   6,094,048.0 |   6,094,048 |   6,094,048 |         0.0 | PushPop | :decode_step470_tokens4    |
|      0.1 |       6,093,104 |         1 |   6,093,104.0 |   6,093,104.0 |   6,093,104 |   6,093,104 |         0.0 | PushPop | :decode_step406_tokens4    |
|      0.1 |       6,089,312 |         1 |   6,089,312.0 |   6,089,312.0 |   6,089,312 |   6,089,312 |         0.0 | PushPop | :decode_step975_tokens4    |
|      0.1 |       6,089,088 |         1 |   6,089,088.0 |   6,089,088.0 |   6,089,088 |   6,089,088 |         0.0 | PushPop | :decode_step509_tokens4    |
|      0.1 |       6,087,920 |         1 |   6,087,920.0 |   6,087,920.0 |   6,087,920 |   6,087,920 |         0.0 | PushPop | :decode_step318_tokens4    |
|      0.1 |       6,087,632 |         1 |   6,087,632.0 |   6,087,632.0 |   6,087,632 |   6,087,632 |         0.0 | PushPop | :decode_step1028_tokens4   |
|      0.1 |       6,087,584 |         1 |   6,087,584.0 |   6,087,584.0 |   6,087,584 |   6,087,584 |         0.0 | PushPop | :decode_step552_tokens4    |
|      0.1 |       6,086,960 |         1 |   6,086,960.0 |   6,086,960.0 |   6,086,960 |   6,086,960 |         0.0 | PushPop | :decode_step460_tokens4    |
|      0.1 |       6,086,144 |         1 |   6,086,144.0 |   6,086,144.0 |   6,086,144 |   6,086,144 |         0.0 | PushPop | :decode_step533_tokens4    |
|      0.1 |       6,080,608 |         1 |   6,080,608.0 |   6,080,608.0 |   6,080,608 |   6,080,608 |         0.0 | PushPop | :decode_step500_tokens4    |
|      0.1 |       6,079,488 |         1 |   6,079,488.0 |   6,079,488.0 |   6,079,488 |   6,079,488 |         0.0 | PushPop | :decode_step650_tokens4    |
|      0.1 |       6,078,736 |         1 |   6,078,736.0 |   6,078,736.0 |   6,078,736 |   6,078,736 |         0.0 | PushPop | :decode_step550_tokens4    |
|      0.1 |       6,076,240 |         1 |   6,076,240.0 |   6,076,240.0 |   6,076,240 |   6,076,240 |         0.0 | PushPop | :decode_step732_tokens4    |
|      0.1 |       6,065,712 |         1 |   6,065,712.0 |   6,065,712.0 |   6,065,712 |   6,065,712 |         0.0 | PushPop | :decode_step328_tokens4    |
|      0.1 |       6,061,280 |         1 |   6,061,280.0 |   6,061,280.0 |   6,061,280 |   6,061,280 |         0.0 | PushPop | :decode_step946_tokens4    |
|      0.1 |       6,061,248 |         1 |   6,061,248.0 |   6,061,248.0 |   6,061,248 |   6,061,248 |         0.0 | PushPop | :decode_step742_tokens4    |
|      0.1 |       6,060,048 |         1 |   6,060,048.0 |   6,060,048.0 |   6,060,048 |   6,060,048 |         0.0 | PushPop | :decode_step393_tokens4    |
|      0.1 |       6,053,568 |         1 |   6,053,568.0 |   6,053,568.0 |   6,053,568 |   6,053,568 |         0.0 | PushPop | :decode_step592_tokens4    |
|      0.1 |       6,050,704 |         1 |   6,050,704.0 |   6,050,704.0 |   6,050,704 |   6,050,704 |         0.0 | PushPop | :decode_step305_tokens4    |
|      0.1 |       6,049,984 |         1 |   6,049,984.0 |   6,049,984.0 |   6,049,984 |   6,049,984 |         0.0 | PushPop | :decode_step490_tokens4    |
|      0.1 |       6,049,888 |         1 |   6,049,888.0 |   6,049,888.0 |   6,049,888 |   6,049,888 |         0.0 | PushPop | :decode_step252_tokens4    |
|      0.1 |       6,044,048 |         1 |   6,044,048.0 |   6,044,048.0 |   6,044,048 |   6,044,048 |         0.0 | PushPop | :decode_step551_tokens4    |
|      0.1 |       6,043,344 |         1 |   6,043,344.0 |   6,043,344.0 |   6,043,344 |   6,043,344 |         0.0 | PushPop | :decode_step892_tokens4    |
|      0.1 |       6,035,728 |         1 |   6,035,728.0 |   6,035,728.0 |   6,035,728 |   6,035,728 |         0.0 | PushPop | :decode_step564_tokens4    |
|      0.1 |       6,029,536 |         1 |   6,029,536.0 |   6,029,536.0 |   6,029,536 |   6,029,536 |         0.0 | PushPop | :decode_step206_tokens4    |
|      0.1 |       6,028,928 |         1 |   6,028,928.0 |   6,028,928.0 |   6,028,928 |   6,028,928 |         0.0 | PushPop | :decode_step396_tokens4    |
|      0.1 |       6,023,744 |         1 |   6,023,744.0 |   6,023,744.0 |   6,023,744 |   6,023,744 |         0.0 | PushPop | :decode_step706_tokens4    |
|      0.1 |       6,021,440 |         1 |   6,021,440.0 |   6,021,440.0 |   6,021,440 |   6,021,440 |         0.0 | PushPop | :decode_step673_tokens4    |
|      0.1 |       6,019,328 |         1 |   6,019,328.0 |   6,019,328.0 |   6,019,328 |   6,019,328 |         0.0 | PushPop | :decode_step404_tokens4    |
|      0.1 |       6,017,536 |         1 |   6,017,536.0 |   6,017,536.0 |   6,017,536 |   6,017,536 |         0.0 | PushPop | :decode_step559_tokens4    |
|      0.1 |       6,015,904 |         1 |   6,015,904.0 |   6,015,904.0 |   6,015,904 |   6,015,904 |         0.0 | PushPop | :decode_step773_tokens4    |
|      0.1 |       6,010,400 |         1 |   6,010,400.0 |   6,010,400.0 |   6,010,400 |   6,010,400 |         0.0 | PushPop | :decode_step324_tokens4    |
|      0.1 |       6,002,736 |         1 |   6,002,736.0 |   6,002,736.0 |   6,002,736 |   6,002,736 |         0.0 | PushPop | :decode_step603_tokens4    |
|      0.1 |       6,001,840 |         1 |   6,001,840.0 |   6,001,840.0 |   6,001,840 |   6,001,840 |         0.0 | PushPop | :decode_step554_tokens4    |
|      0.1 |       5,998,944 |         1 |   5,998,944.0 |   5,998,944.0 |   5,998,944 |   5,998,944 |         0.0 | PushPop | :decode_step895_tokens4    |
|      0.1 |       5,998,848 |         1 |   5,998,848.0 |   5,998,848.0 |   5,998,848 |   5,998,848 |         0.0 | PushPop | :decode_step322_tokens4    |
|      0.1 |       5,992,256 |         1 |   5,992,256.0 |   5,992,256.0 |   5,992,256 |   5,992,256 |         0.0 | PushPop | :decode_step864_tokens4    |
|      0.1 |       5,991,904 |         1 |   5,991,904.0 |   5,991,904.0 |   5,991,904 |   5,991,904 |         0.0 | PushPop | :decode_step413_tokens4    |
|      0.1 |       5,978,864 |         1 |   5,978,864.0 |   5,978,864.0 |   5,978,864 |   5,978,864 |         0.0 | PushPop | :decode_step298_tokens4    |
|      0.1 |       5,978,432 |         1 |   5,978,432.0 |   5,978,432.0 |   5,978,432 |   5,978,432 |         0.0 | PushPop | :decode_step333_tokens4    |
|      0.1 |       5,977,232 |         1 |   5,977,232.0 |   5,977,232.0 |   5,977,232 |   5,977,232 |         0.0 | PushPop | :decode_step745_tokens4    |
|      0.1 |       5,975,568 |         1 |   5,975,568.0 |   5,975,568.0 |   5,975,568 |   5,975,568 |         0.0 | PushPop | :decode_step289_tokens4    |
|      0.1 |       5,971,968 |         1 |   5,971,968.0 |   5,971,968.0 |   5,971,968 |   5,971,968 |         0.0 | PushPop | :decode_step256_tokens4    |
|      0.1 |       5,966,896 |         1 |   5,966,896.0 |   5,966,896.0 |   5,966,896 |   5,966,896 |         0.0 | PushPop | :decode_step278_tokens4    |
|      0.1 |       5,963,008 |         1 |   5,963,008.0 |   5,963,008.0 |   5,963,008 |   5,963,008 |         0.0 | PushPop | :decode_step606_tokens4    |
|      0.1 |       5,962,992 |         1 |   5,962,992.0 |   5,962,992.0 |   5,962,992 |   5,962,992 |         0.0 | PushPop | :decode_step1012_tokens4   |
|      0.1 |       5,955,568 |         1 |   5,955,568.0 |   5,955,568.0 |   5,955,568 |   5,955,568 |         0.0 | PushPop | :decode_step985_tokens4    |
|      0.1 |       5,954,416 |         1 |   5,954,416.0 |   5,954,416.0 |   5,954,416 |   5,954,416 |         0.0 | PushPop | :decode_step905_tokens4    |
|      0.1 |       5,952,512 |         1 |   5,952,512.0 |   5,952,512.0 |   5,952,512 |   5,952,512 |         0.0 | PushPop | :decode_step296_tokens4    |
|      0.1 |       5,949,472 |         1 |   5,949,472.0 |   5,949,472.0 |   5,949,472 |   5,949,472 |         0.0 | PushPop | :decode_step410_tokens4    |
|      0.1 |       5,949,456 |         1 |   5,949,456.0 |   5,949,456.0 |   5,949,456 |   5,949,456 |         0.0 | PushPop | :decode_step565_tokens4    |
|      0.1 |       5,946,752 |         1 |   5,946,752.0 |   5,946,752.0 |   5,946,752 |   5,946,752 |         0.0 | PushPop | :decode_step776_tokens4    |
|      0.1 |       5,941,648 |         1 |   5,941,648.0 |   5,941,648.0 |   5,941,648 |   5,941,648 |         0.0 | PushPop | :decode_step487_tokens4    |
|      0.1 |       5,939,616 |         1 |   5,939,616.0 |   5,939,616.0 |   5,939,616 |   5,939,616 |         0.0 | PushPop | :decode_step577_tokens4    |
|      0.1 |       5,938,000 |         1 |   5,938,000.0 |   5,938,000.0 |   5,938,000 |   5,938,000 |         0.0 | PushPop | :decode_step891_tokens4    |
|      0.1 |       5,932,048 |         1 |   5,932,048.0 |   5,932,048.0 |   5,932,048 |   5,932,048 |         0.0 | PushPop | :decode_step375_tokens4    |
|      0.1 |       5,926,112 |         1 |   5,926,112.0 |   5,926,112.0 |   5,926,112 |   5,926,112 |         0.0 | PushPop | :decode_step1009_tokens4   |
|      0.1 |       5,925,504 |         1 |   5,925,504.0 |   5,925,504.0 |   5,925,504 |   5,925,504 |         0.0 | PushPop | :decode_step556_tokens4    |
|      0.1 |       5,923,360 |         1 |   5,923,360.0 |   5,923,360.0 |   5,923,360 |   5,923,360 |         0.0 | PushPop | :decode_step681_tokens4    |
|      0.1 |       5,922,960 |         1 |   5,922,960.0 |   5,922,960.0 |   5,922,960 |   5,922,960 |         0.0 | PushPop | :decode_step746_tokens4    |
|      0.1 |       5,918,800 |         1 |   5,918,800.0 |   5,918,800.0 |   5,918,800 |   5,918,800 |         0.0 | PushPop | :decode_step709_tokens4    |
|      0.1 |       5,915,952 |         1 |   5,915,952.0 |   5,915,952.0 |   5,915,952 |   5,915,952 |         0.0 | PushPop | :decode_step283_tokens4    |
|      0.1 |       5,913,216 |         1 |   5,913,216.0 |   5,913,216.0 |   5,913,216 |   5,913,216 |         0.0 | PushPop | :decode_step741_tokens4    |
|      0.1 |       5,911,328 |         1 |   5,911,328.0 |   5,911,328.0 |   5,911,328 |   5,911,328 |         0.0 | PushPop | :decode_step899_tokens4    |
|      0.1 |       5,910,432 |         1 |   5,910,432.0 |   5,910,432.0 |   5,910,432 |   5,910,432 |         0.0 | PushPop | :decode_step302_tokens4    |
|      0.1 |       5,904,240 |         1 |   5,904,240.0 |   5,904,240.0 |   5,904,240 |   5,904,240 |         0.0 | PushPop | :decode_step544_tokens4    |
|      0.1 |       5,903,536 |         1 |   5,903,536.0 |   5,903,536.0 |   5,903,536 |   5,903,536 |         0.0 | PushPop | :decode_step900_tokens4    |
|      0.1 |       5,901,808 |         1 |   5,901,808.0 |   5,901,808.0 |   5,901,808 |   5,901,808 |         0.0 | PushPop | :decode_step411_tokens4    |
|      0.1 |       5,876,944 |         1 |   5,876,944.0 |   5,876,944.0 |   5,876,944 |   5,876,944 |         0.0 | PushPop | :decode_step902_tokens4    |
|      0.1 |       5,873,168 |         1 |   5,873,168.0 |   5,873,168.0 |   5,873,168 |   5,873,168 |         0.0 | PushPop | :decode_step248_tokens4    |
|      0.1 |       5,873,088 |         1 |   5,873,088.0 |   5,873,088.0 |   5,873,088 |   5,873,088 |         0.0 | PushPop | :decode_step301_tokens4    |
|      0.1 |       5,868,352 |         1 |   5,868,352.0 |   5,868,352.0 |   5,868,352 |   5,868,352 |         0.0 | PushPop | :decode_step415_tokens4    |
|      0.1 |       5,867,632 |         1 |   5,867,632.0 |   5,867,632.0 |   5,867,632 |   5,867,632 |         0.0 | PushPop | :decode_step201_tokens4    |
|      0.1 |       5,860,928 |         1 |   5,860,928.0 |   5,860,928.0 |   5,860,928 |   5,860,928 |         0.0 | PushPop | :decode_step473_tokens4    |
|      0.1 |       5,859,184 |         1 |   5,859,184.0 |   5,859,184.0 |   5,859,184 |   5,859,184 |         0.0 | PushPop | :decode_step548_tokens4    |
|      0.1 |       5,843,360 |         1 |   5,843,360.0 |   5,843,360.0 |   5,843,360 |   5,843,360 |         0.0 | PushPop | :decode_step399_tokens4    |
|      0.1 |       5,829,584 |         1 |   5,829,584.0 |   5,829,584.0 |   5,829,584 |   5,829,584 |         0.0 | PushPop | :decode_step218_tokens4    |
|      0.1 |       5,827,136 |         1 |   5,827,136.0 |   5,827,136.0 |   5,827,136 |   5,827,136 |         0.0 | PushPop | :decode_step222_tokens4    |
|      0.1 |       5,826,592 |         1 |   5,826,592.0 |   5,826,592.0 |   5,826,592 |   5,826,592 |         0.0 | PushPop | :decode_step563_tokens4    |
|      0.1 |       5,824,576 |         1 |   5,824,576.0 |   5,824,576.0 |   5,824,576 |   5,824,576 |         0.0 | PushPop | :decode_step178_tokens4    |
|      0.1 |       5,818,880 |         1 |   5,818,880.0 |   5,818,880.0 |   5,818,880 |   5,818,880 |         0.0 | PushPop | :decode_step901_tokens4    |
|      0.1 |       5,811,392 |         1 |   5,811,392.0 |   5,811,392.0 |   5,811,392 |   5,811,392 |         0.0 | PushPop | :decode_step589_tokens4    |
|      0.1 |       5,809,888 |         1 |   5,809,888.0 |   5,809,888.0 |   5,809,888 |   5,809,888 |         0.0 | PushPop | :decode_step171_tokens4    |
|      0.1 |       5,806,848 |         1 |   5,806,848.0 |   5,806,848.0 |   5,806,848 |   5,806,848 |         0.0 | PushPop | :decode_step287_tokens4    |
|      0.1 |       5,804,224 |         1 |   5,804,224.0 |   5,804,224.0 |   5,804,224 |   5,804,224 |         0.0 | PushPop | :decode_step456_tokens4    |
|      0.1 |       5,795,680 |         1 |   5,795,680.0 |   5,795,680.0 |   5,795,680 |   5,795,680 |         0.0 | PushPop | :decode_step835_tokens4    |
|      0.1 |       5,793,072 |         1 |   5,793,072.0 |   5,793,072.0 |   5,793,072 |   5,793,072 |         0.0 | PushPop | :decode_step947_tokens4    |
|      0.1 |       5,780,512 |         1 |   5,780,512.0 |   5,780,512.0 |   5,780,512 |   5,780,512 |         0.0 | PushPop | :decode_step260_tokens4    |
|      0.1 |       5,772,160 |         1 |   5,772,160.0 |   5,772,160.0 |   5,772,160 |   5,772,160 |         0.0 | PushPop | :decode_step917_tokens4    |
|      0.1 |       5,746,432 |         1 |   5,746,432.0 |   5,746,432.0 |   5,746,432 |   5,746,432 |         0.0 | PushPop | :decode_step407_tokens4    |
|      0.1 |       5,727,968 |         1 |   5,727,968.0 |   5,727,968.0 |   5,727,968 |   5,727,968 |         0.0 | PushPop | :decode_step791_tokens4    |
|      0.1 |       5,697,936 |         1 |   5,697,936.0 |   5,697,936.0 |   5,697,936 |   5,697,936 |         0.0 | PushPop | :decode_step980_tokens4    |
|      0.1 |       5,692,944 |         1 |   5,692,944.0 |   5,692,944.0 |   5,692,944 |   5,692,944 |         0.0 | PushPop | :decode_step414_tokens4    |
|      0.1 |       5,662,272 |         1 |   5,662,272.0 |   5,662,272.0 |   5,662,272 |   5,662,272 |         0.0 | PushPop | :decode_step945_tokens4    |
|      0.1 |       5,634,416 |         1 |   5,634,416.0 |   5,634,416.0 |   5,634,416 |   5,634,416 |         0.0 | PushPop | :decode_step700_tokens4    |
|      0.1 |       5,631,120 |         1 |   5,631,120.0 |   5,631,120.0 |   5,631,120 |   5,631,120 |         0.0 | PushPop | :decode_step1002_tokens4   |
|      0.1 |       5,605,584 |         1 |   5,605,584.0 |   5,605,584.0 |   5,605,584 |   5,605,584 |         0.0 | PushPop | :decode_step756_tokens4    |
|      0.1 |       5,593,712 |         1 |   5,593,712.0 |   5,593,712.0 |   5,593,712 |   5,593,712 |         0.0 | PushPop | :decode_step944_tokens4    |
|      0.1 |       5,587,152 |         1 |   5,587,152.0 |   5,587,152.0 |   5,587,152 |   5,587,152 |         0.0 | PushPop | :decode_step928_tokens4    |
|      0.1 |       5,577,952 |         1 |   5,577,952.0 |   5,577,952.0 |   5,577,952 |   5,577,952 |         0.0 | PushPop | :decode_step986_tokens4    |
|      0.1 |       5,559,280 |         1 |   5,559,280.0 |   5,559,280.0 |   5,559,280 |   5,559,280 |         0.0 | PushPop | :decode_step562_tokens4    |
|      0.1 |       5,556,976 |         1 |   5,556,976.0 |   5,556,976.0 |   5,556,976 |   5,556,976 |         0.0 | PushPop | :decode_step948_tokens4    |
|      0.1 |       5,503,808 |         1 |   5,503,808.0 |   5,503,808.0 |   5,503,808 |   5,503,808 |         0.0 | PushPop | :decode_step920_tokens4    |
|      0.1 |       5,487,920 |         1 |   5,487,920.0 |   5,487,920.0 |   5,487,920 |   5,487,920 |         0.0 | PushPop | :decode_step952_tokens4    |
|      0.1 |       5,451,200 |         1 |   5,451,200.0 |   5,451,200.0 |   5,451,200 |   5,451,200 |         0.0 | PushPop | :decode_step918_tokens4    |
|      0.1 |       5,440,336 |         1 |   5,440,336.0 |   5,440,336.0 |   5,440,336 |   5,440,336 |         0.0 | PushPop | :decode_step1018_tokens4   |
|      0.1 |       5,409,184 |         1 |   5,409,184.0 |   5,409,184.0 |   5,409,184 |   5,409,184 |         0.0 | PushPop | :decode_step202_tokens4    |
|      0.1 |       5,353,088 |         1 |   5,353,088.0 |   5,353,088.0 |   5,353,088 |   5,353,088 |         0.0 | PushPop | :decode_step921_tokens4    |
|      0.1 |       5,270,160 |         1 |   5,270,160.0 |   5,270,160.0 |   5,270,160 |   5,270,160 |         0.0 | PushPop | :decode_step199_tokens4    |
|      0.1 |       5,247,040 |         1 |   5,247,040.0 |   5,247,040.0 |   5,247,040 |   5,247,040 |         0.0 | PushPop | :decode_step832_tokens4    |
|      0.1 |       5,240,048 |         1 |   5,240,048.0 |   5,240,048.0 |   5,240,048 |   5,240,048 |         0.0 | PushPop | :decode_step200_tokens4    |
|      0.1 |       5,219,552 |         1 |   5,219,552.0 |   5,219,552.0 |   5,219,552 |   5,219,552 |         0.0 | PushPop | :decode_step836_tokens4    |
|      0.1 |       5,210,208 |         1 |   5,210,208.0 |   5,210,208.0 |   5,210,208 |   5,210,208 |         0.0 | PushPop | :decode_step268_tokens4    |
|      0.1 |       5,204,064 |         1 |   5,204,064.0 |   5,204,064.0 |   5,204,064 |   5,204,064 |         0.0 | PushPop | :decode_step949_tokens4    |
|      0.1 |       5,203,056 |         1 |   5,203,056.0 |   5,203,056.0 |   5,203,056 |   5,203,056 |         0.0 | PushPop | :decode_step381_tokens4    |
|      0.1 |       5,186,640 |         1 |   5,186,640.0 |   5,186,640.0 |   5,186,640 |   5,186,640 |         0.0 | PushPop | :decode_step987_tokens4    |
|      0.1 |       5,181,888 |         1 |   5,181,888.0 |   5,181,888.0 |   5,181,888 |   5,181,888 |         0.0 | PushPop | :decode_step343_tokens4    |
|      0.1 |       5,181,408 |         1 |   5,181,408.0 |   5,181,408.0 |   5,181,408 |   5,181,408 |         0.0 | PushPop | :decode_step193_tokens4    |
|      0.1 |       5,152,864 |         1 |   5,152,864.0 |   5,152,864.0 |   5,152,864 |   5,152,864 |         0.0 | PushPop | :decode_step929_tokens4    |
|      0.1 |       5,150,992 |         1 |   5,150,992.0 |   5,150,992.0 |   5,150,992 |   5,150,992 |         0.0 | PushPop | :decode_step936_tokens4    |
|      0.1 |       5,132,176 |         1 |   5,132,176.0 |   5,132,176.0 |   5,132,176 |   5,132,176 |         0.0 | PushPop | :decode_step991_tokens4    |
|      0.1 |       5,100,672 |         1 |   5,100,672.0 |   5,100,672.0 |   5,100,672 |   5,100,672 |         0.0 | PushPop | :decode_step950_tokens4    |
|      0.1 |       5,099,376 |         1 |   5,099,376.0 |   5,099,376.0 |   5,099,376 |   5,099,376 |         0.0 | PushPop | :decode_step919_tokens4    |
|      0.1 |       5,076,048 |         1 |   5,076,048.0 |   5,076,048.0 |   5,076,048 |   5,076,048 |         0.0 | PushPop | :decode_step951_tokens4    |
|      0.1 |       5,073,760 |         1 |   5,073,760.0 |   5,073,760.0 |   5,073,760 |   5,073,760 |         0.0 | PushPop | :decode_step953_tokens4    |
|      0.1 |       5,044,208 |         1 |   5,044,208.0 |   5,044,208.0 |   5,044,208 |   5,044,208 |         0.0 | PushPop | :decode_step675_tokens4    |
|      0.1 |       5,030,368 |         1 |   5,030,368.0 |   5,030,368.0 |   5,030,368 |   5,030,368 |         0.0 | PushPop | :decode_step990_tokens4    |
|      0.1 |       5,029,520 |         1 |   5,029,520.0 |   5,029,520.0 |   5,029,520 |   5,029,520 |         0.0 | PushPop | :decode_step719_tokens4    |
|      0.1 |       5,017,568 |         1 |   5,017,568.0 |   5,017,568.0 |   5,017,568 |   5,017,568 |         0.0 | PushPop | :decode_step940_tokens4    |
|      0.1 |       5,013,200 |         1 |   5,013,200.0 |   5,013,200.0 |   5,013,200 |   5,013,200 |         0.0 | PushPop | :decode_step644_tokens4    |
|      0.1 |       4,998,736 |         1 |   4,998,736.0 |   4,998,736.0 |   4,998,736 |   4,998,736 |         0.0 | PushPop | :decode_step869_tokens4    |
|      0.1 |       4,967,744 |         1 |   4,967,744.0 |   4,967,744.0 |   4,967,744 |   4,967,744 |         0.0 | PushPop | :decode_step837_tokens4    |
|      0.1 |       4,960,576 |         1 |   4,960,576.0 |   4,960,576.0 |   4,960,576 |   4,960,576 |         0.0 | PushPop | :decode_step354_tokens4    |
|      0.1 |       4,956,352 |         1 |   4,956,352.0 |   4,956,352.0 |   4,956,352 |   4,956,352 |         0.0 | PushPop | :decode_step925_tokens4    |
|      0.1 |       4,953,248 |         1 |   4,953,248.0 |   4,953,248.0 |   4,953,248 |   4,953,248 |         0.0 | PushPop | :decode_step934_tokens4    |
|      0.1 |       4,932,736 |         1 |   4,932,736.0 |   4,932,736.0 |   4,932,736 |   4,932,736 |         0.0 | PushPop | :decode_step155_tokens4    |
|      0.1 |       4,919,232 |         1 |   4,919,232.0 |   4,919,232.0 |   4,919,232 |   4,919,232 |         0.0 | PushPop | :decode_step927_tokens4    |
|      0.1 |       4,919,040 |         1 |   4,919,040.0 |   4,919,040.0 |   4,919,040 |   4,919,040 |         0.0 | PushPop | :decode_step870_tokens4    |
|      0.1 |       4,917,952 |         1 |   4,917,952.0 |   4,917,952.0 |   4,917,952 |   4,917,952 |         0.0 | PushPop | :decode_step682_tokens4    |
|      0.1 |       4,916,768 |         1 |   4,916,768.0 |   4,916,768.0 |   4,916,768 |   4,916,768 |         0.0 | PushPop | :decode_step794_tokens4    |
|      0.1 |       4,885,952 |         1 |   4,885,952.0 |   4,885,952.0 |   4,885,952 |   4,885,952 |         0.0 | PushPop | :decode_step938_tokens4    |
|      0.1 |       4,877,920 |         1 |   4,877,920.0 |   4,877,920.0 |   4,877,920 |   4,877,920 |         0.0 | PushPop | :decode_step491_tokens4    |
|      0.1 |       4,850,080 |         1 |   4,850,080.0 |   4,850,080.0 |   4,850,080 |   4,850,080 |         0.0 | PushPop | :decode_step363_tokens4    |
